ID,GX,GY,Species,Tag,PrevStatus,PrevIDqual,PrevHt,Cell,PrevComments,StandID,Plot,PrevYear
613100310,4,89,PSME,48551,7,S,0,B1,,BURNED,613,2023
648100311,39,20,BENE,48555,1,S,97,D8,,BURNED,648,2023
640100312,88,58,PSME,48558,1,S,91,I5,,BURNED,640,2023
639100313,1,42,BENE,48565,1,S,40,A6,,BURNED,639,2023
639100314,11,50,BENE,48567,1,S,67,B5,,BURNED,639,2023
601100315,0,1,TSHE,48575,6,S,,A10,,BURNED,601,2023
639100316,27,0,BENE,48579,1,S,56,C10,,BURNED,639,2023
642100317,31,10,PSME,48580,1,S,109,D9,,BURNED,642,2023
639100318,3,82,BENE,48581,1,S,84,A2,,BURNED,639,2023
638100319,6,73,BENE,48584,1,S,40,A3,,BURNED,638,2023
611100320,9,18,TSHE,48586,1,S,36,A9,Tag updated from 48686,BURNED,611,2023
640100321,93,4,BENE,48587,1,S,114,J10,,BURNED,640,2023
640100322,77,61,BENE,48589,1,S,105,H4,,BURNED,640,2023
639100323,17,51,BENE,48590,1,S,90,B5,,BURNED,639,2023
601100324,78,5,PSME,48593,6,S,,H10,,BURNED,601,2023
639100325,53,69,BENE,48594,1,S,74,F4,,BURNED,639,2023
639100326,96,11,BENE,48598,1,S,62,J9,,BURNED,639,2023
643100327,5,69,PSME,48600,1,S,58,A4,,BURNED,643,2023
646100328,45,56,PSME,48704,1,S,104,E5,,BURNED,646,2023
658100329,68,90,BENE,48705,1,S,31,G1,,BURNED,658,2023
648100330,3,75,BENE,48706,1,S,60,A3,,BURNED,648,2023
650100331,9,0,BENE,48709,1,S,29,A10,,BURNED,650,2023
650100332,11,0,BENE,48711,1,S,49,B10,49,BURNED,650,2023
646100333,61,72,BENE,48712,1,S,55,G3,,BURNED,646,2023
646100334,60,51,BENE,48714,1,S,44,G5,,BURNED,646,2023
650100335,5,75,BENE,48715,1,S,46,A3,,BURNED,650,2023
646100336,12,73,BENE,48716,1,S,85,B3,,BURNED,646,2023
658100337,12,84,BENE,48717,1,S,64,B2,,BURNED,658,2023
645100338,78,70,PSME,48718,1,S,160,H3,,BURNED,645,2023
658100339,10,86,BENE,48719,1,S,74,B2,,BURNED,658,2023
654100340,40,57,BENE,48721,1,S,81,E5,,BURNED,654,2023
658100341,28,32,BENE,48722,1,S,36,C7,,BURNED,658,2023
657100342,14,62,PSME,48724,9,S,,B4,,BURNED,657,2023
650100343,92,39,BENE,48725,1,S,26,J7,,BURNED,650,2023
646100344,54,51,PSME,48729,1,S,115,F5,,BURNED,646,2023
661100345,14,90,PSME,48730,6,S,,B1,,BURNED,661,2023
654100346,11,72,BENE,48736,1,S,88,B3,,BURNED,654,2023
652100347,65,16,PSME,48738,1,S,106,G9,,BURNED,652,2023
654100348,95,80,PSME,48742,1,S,102,J2,New cell J3 under debris,BURNED,654,2023
648100349,60,40,BENE,48743,1,S,98,G6,,BURNED,648,2023
648100350,3,96,PSME,48744,9,S,,A1,,BURNED,648,2023
648100351,37,24,BENE,48746,1,S,121,D8,,BURNED,648,2023
648100352,5,63,BENE,48749,1,S,75,A4,,BURNED,648,2023
658100353,27,33,BENE,48750,1,S,44,C7,,BURNED,658,2023
654100354,9,83,BENE,48755,1,S,60,A2,,BURNED,654,2023
645100355,55,24,PSME,48757,1,S,66,F8,,BURNED,645,2023
658100356,55,46,BENE,48758,1,S,91,F6,,BURNED,658,2023
667100357,57,80,CESA,48759,1,S,173,F2,Sp conf CESA 2023,BURNED,667,2023
661100358,58,37,BENE,48760,1,S,40,F7,,BURNED,661,2023
658100359,99,73,BENE,48762,1,S,64,J3,,BURNED,658,2023
658100360,12,93,BENE,48763,1,S,82,B1,,BURNED,658,2023
648100361,8,71,BENE,48765,1,S,96,A3,,BURNED,648,2023
658100362,11,79,BENE,48767,1,S,77,B3,,BURNED,658,2023
667100363,82,88,PSME,48775,6,S,,I2,,BURNED,667,2023
650100364,5,41,BENE,48776,1,S,46,A6,,BURNED,650,2023
648100365,1,90,BENE,48777,1,S,118,A1,,BURNED,648,2023
650100366,37,20,BENE,48780,1,S,81,D8,,BURNED,650,2023
648100367,14,62,BENE,48781,1,S,118,B4,,BURNED,648,2023
